victor_id	ogg_iri	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name	reference_annotation
2542	OGG_3002764498	mouse	10090					MUTATION: smpB ssrA mutant is attenuated in mice  [PMID:20065026].
2543	OGG_3002764801	mouse	10090					MUTATION: yfeAB mutant is attenuated when given subcutaneously to mice and is avirulent when given to mice intravenously [PMID:10231495].
2544	OGG_3002764839	mouse	10090					MUTATION: yfeAB mutant is attenuated when given subcutaneously to mice and is avirulent when given to mice intravenously [PMID:10231495].
2545	OGG_3002764925	mouse	10090					MUTATION: ybtP mutant is avirulent in mouse bubonic plague model [PMID:10231486].
2548	OGG_3002765067	mouse	10090					MUTATION: yapE mutant is attenuated in mice and has impaired colonization in bubonic plague model  [PMID:18936182].
2549	OGG_3002765450	mouse	10090					MUTATION: pgm mutant of Y. pestis is attenuated in mice [PMID:12009274].
2550	OGG_3002765473	mouse	10090					MUTATION: lpp deletion mutant is attenuated in mice [PMID:19737605].
2551	OGG_3002765634	mouse	10090					MUTATION: purK mutant is attenuated in mice  [PMID:14742535].
2552	OGG_3002765673	mouse	10090					MUTATION: purH mutant is attenuated in mice [PMID:14742535].
2553	OGG_3002765857	mouse	10090					MUTATION: phoP mutants have a reduced ability to survive in J774 macrophage cell cultures and under conditions of low pH and oxidative stress in vitro. The mean lethal dose of the phoP mutant in mice was increased 75-fold in comparison with that of the wild-type strain [PMID:10816493].
2553	OGG_3002765857	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: phoP mutants have a reduced ability to survive in J774 macrophage cell cultures and under conditions of low pH and oxidative stress in vitro. The mean lethal dose of the phoP mutant in mice was increased 75-fold in comparison with that of the wild-type strain [PMID:10816493].
2554	OGG_3002766044	mouse	10090					MUTATION: lpxM (msbB) mutant is attenuated in mice and guinea pigs [PMID:17913308].
2555	OGG_3002766170	mouse	10090					MUTATION: psaA mutants have a 100-fold reduced 50% lethal dose in mice  [PMID:2164509].
2556	OGG_3002766260	mouse	10090					MUTATION: relA spoT deletion mutants are attenuated in mice [PMID:19701461].
2558	OGG_3002766547	mouse	10090					MUTATION: dam mutant is attenuated in mice [PMID:16188402].
2559	OGG_3002766548	mouse	10090					MUTATION: psaE mutants are attenuated in mice [PMID:2164509].
2560	OGG_3002766682	mouse	10090					MUTATION: relA spoT deletion mutants are attenuated in mice [PMID:19701461].
2561	OGG_3002767357	mouse	10090					MUTATION: crp mutant is attenuated in mice [PMID:20086087].
2568	OGG_3003175900	mouse	10090					MUTATION: spiC mutant cannot survive within macrophages and is attenuated in mice [PMID:10406797].
2568	OGG_3003175900	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: spiC mutant cannot survive within macrophages and is attenuated in mice [PMID:10406797].
2573	OGG_3003178280	mouse	10090					MUTATION: slyA mutant is attenuated in mice [PMID:8290552].
2574	OGG_3003178557	mouse	10090					MUTATION: sodC mutant is attenuated in mice [PMID:19577637].
2575	OGG_3003178700	mouse	10090					MUTATION: sopE mutant is attenuated in mice [PMID:19577637].
2576	OGG_3003178773	human	9606					MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
2577	OGG_3007692994	cattle	9913					MUTATION: sopA mutants induce significantly less fluid accumulation in bovine ligated ileal loops than the wild-type [PMID:12065528].
2578	OGG_3003259856	cattle	9913					MUTATION: sopB mutants induce significantly less fluid accumulation in bovine ligated ileal loops than the wild-type [PMID:12065528].
2580	OGG_3001256164	mouse	10090					MUTATION: PSLT072 mutant is attenuated in mice [PMID:16518469].
2581	OGG_3001256197	mouse	10090					MUTATION: spvR mutant is attenuated in mice [PMID:7618105].
2582	OGG_3001256199	mouse	10090					MUTATION: spvB mutants are attenuated in mice [PMID:11260464].    TOXIN: spvB encodes an ADP-ribosylating enzyme that uses actin as a substrate and depolymerizes actin filaments when expressed in CHO cells [PMID:11260464].
2583	OGG_3001256200	mouse	10090					MUTATION: spvA mutant is attenuated in mice [PMID:7618105].
2584	OGG_3001256201	mouse	10090					MUTATION: The spvBC-bearing plasmid was capable of replacing all of the spv genes, as well as the entire virulence plasmid, of serovar Typhimurium for causing systemic infection in BALB/c mice after subcutaneous, but not oral, inoculation. A point mutation in the spvBC plasmid preventing translation but not transcription of spvC eliminated the ability of the plasmid to confer virulence [PMID:11443102].
2585	OGG_3001256202	mouse	10090					MUTATION: spvD mutant is attenuated in mice [PMID:7618105].
2586	OGG_3001256222	mouse	10090					MUTATION: pefC mutants are attenuated in mice [PMID:8557375].
2588	OGG_3001251534	mouse	10090					MUTATION: STM0016 mutant is attenuated in mice [PMID:16518469].
2589	OGG_3001251548	mouse	10090					MUTATION: STM0030 mutant is attenuated in mice [PMID:16518469].
2592	OGG_3001251726	mouse	10090					MUTATION: dgt mutant is attenuated in mice [PMID:16518469].
2593	OGG_3001251780	mouse	10090					MUTATION: yagS mutant is attenuated in mice [PMID:16518469].
2594	OGG_3001251817	mouse	10090					MUTATION: STM0298 mutant is attenuated in mice [PMID:16518469].
2597	OGG_3001251832	mouse	10090					MUTATION: dinP mutant is attenuated in mice [PMID:16518469].
2604	OGG_3001251962	mouse	10090					MUTATION: cyoB mutant is attenuated in mice [PMID:16518469].
2605	OGG_3001251968	mouse	10090					MUTATION: clpP mutant is attenuated in mice [PMID:7618105].
2607	OGG_3001252038	mouse	10090					MUTATION: gip mutant is attenuated in mice [PMID:16518469].
2608	OGG_3001252040	mouse	10090					MUTATION: STM0520 mutant is attenuated in mice [PMID:16518469].
2609	OGG_3001252048	mouse	10090					MUTATION: allD mutant is attenuated in mice [PMID:16518469].
2610	OGG_3001252063	mouse	10090					MUTATION: fimA mutants are attenuated in mice and swine [PMID:14573666].
2612	OGG_3001252072	mouse	10090					MUTATION: fimW mutant is attenuated in mice [PMID:16518469].
2615	OGG_3001252098	mouse	10090					MUTATION: nfnB mutant is attenuated in mice [PMID:16518469].
2620	OGG_3001252149	mouse	10090					MUTATION: cspE mutant is attenuated in mice [PMID:16518469].
2622	OGG_3001252243	mouse	10090					MUTATION: STM0723 mutant is attenuated in mice [PMID:16518469].
2624	OGG_3001252320	mouse	10090					MUTATION: slrP mutant is attenuated in mice [PMID:10569754].
2628	OGG_3001252490	mouse	10090					MUTATION: STM0972 mutant is attenuated in mice [PMID:16518469].
2629	OGG_3001252492	mouse	10090					MUTATION: focA mutant is attenuated in mice [PMID:16518469].
2630	OGG_3001252520	mouse	10090					MUTATION: STM1002 mutant is attenuated in mice [PMID:16518469].
2631	OGG_3001252569	mouse	10090					MUTATION: sseI mutant is attenuated in mice [PMID:16518469].
2633	OGG_3001252587	mouse	10090					MUTATION: ycbG mutant is attenuated in mice [PMID:16518469].
2636	OGG_3001252609	cattle	9913					MUTATION: sopB mutants induce significantly less fluid accumulation in bovine ligated ileal loops than the wild-type [PMID:12065528].
2637	OGG_3001252612	mouse	10090					MUTATION: pipD mutant is attenuated in mice [PMID:16518469].
2638	OGG_3001252613	mouse	10090					MUTATION: copS mutant is attenuated in mice [PMID:16518469].
2639	OGG_3001252658	mouse	10090					MUTATION: csgF mutant is attenuated in mice [PMID:16518469].
2640	OGG_3001252660	mouse	10090					MUTATION: csgD mutant is attenuated in mice [PMID:16518469].
2641	OGG_3001252663	mouse	10090					MUTATION: csgC mutant is attenuated in mice [PMID:16518469].
2642	OGG_3001252678	mouse	10090					MUTATION: solA mutant is attenuated in mice [PMID:16518469].
2643	OGG_3001252742	mouse	10090					MUTATION: sifA mutants are attenuated in mice and don't induce Salmonella-produced filaments in epithelial cells [PMID:8861213].
2643	OGG_3001252742	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: sifA mutants are attenuated in mice and don't induce Salmonella-produced filaments in epithelial cells [PMID:8861213].
2644	OGG_3001252764	mouse	10090					MUTATION: pagC mutant is attenuated in mice [PMID:16518469].
2645	OGG_3001252801	mouse	10090					MUTATION: yeaJ mutant is attenuated in mice [PMID:16518469].
2649	OGG_3001252861	mouse	10090					MUTATION: nlpC mutant is attenuated in mice [PMID:16518469].
2650	OGG_3001252882	mouse	10090					MUTATION: ydiK mutant is attenuated in mice [PMID:16518469].
2654	OGG_3001252912	mouse	10090					MUTATION: ssaC mutant is attenuated in murine macrophages [PMID:16113260].
2654	OGG_3001252912	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: ssaC mutant is attenuated in murine macrophages [PMID:16113260].
2656	OGG_3001252914	mouse	10090					MUTATION: ssaE mutant is attenuated in mice [PMID:16518469].
2658	OGG_3001252916	mouse	10090					MUTATION: sseB mutant is attenuated in mice [PMID:16518469].
2659	OGG_3001252918	mouse	10090					MUTATION: sseC mutant is attenuated in mice [PMID:11159962].
2660	OGG_3001252919	mouse	10090					MUTATION: sseD mutant is attenuated in mice [PMID:11159962].
2661	OGG_3001252920	mouse	10090					MUTATION: sseE mutant is defective for replication in murine macrophages [PMID:16113260].
2661	OGG_3001252920	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: sseE mutant is defective for replication in murine macrophages [PMID:16113260].
2662	OGG_3001252922	mouse	10090					MUTATION: sseF mutant is defective for replication in murine macrophages [PMID:16113260].
2662	OGG_3001252922	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: sseF mutant is defective for replication in murine macrophages [PMID:16113260].
2663	OGG_3001252923	mouse	10090					MUTATION: sseG mutant has a defect in replication in murine macrophages [PMID:16113260].
2663	OGG_3001252923	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: sseG mutant has a defect in replication in murine macrophages [PMID:16113260].
2668	OGG_3001252931	mouse	10090					MUTATION: ssaM mutant is attenuated in mice [PMID:15491354].
2669	OGG_3001252933	mouse	10090					MUTATION: ssaN mutant is attenuated in mice [PMID:16518469].
2673	OGG_3001252940	mouse	10090					MUTATION: ssaU mutant is attenuated in mice [PMID:16518469].
2674	OGG_3001252962	mouse	10090					MUTATION: slyA mutant is attenuated in mice [PMID:8290552].
2675	OGG_3001253000	mouse	10090					MUTATION: ydgF mutant is attenuated in mice [PMID:16518469].
2677	OGG_3001253067	mouse	10090					MUTATION: STM1549 mutant is attenuated in mice [PMID:16518469].
2678	OGG_3001253082	mouse	10090					MUTATION: yddX mutant is attenuated in mice [PMID:16518469].
2679	OGG_3001253101	mouse	10090					MUTATION: STM1583 mutant is attenuated in mice [PMID:16518469].
2681	OGG_3001253149	mouse	10090					MUTATION: sseJ mutants are defective in intracellular replication in cultured epithelial cells and are attenuated in mice [PMID:16177296].
2681	OGG_3001253149	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: sseJ mutants are defective in intracellular replication in cultured epithelial cells and are attenuated in mice [PMID:16177296].
2684	OGG_3001253187	mouse	10090					MUTATION: STM1669 mutant is attenuated in mice [PMID:16518469].
2685	OGG_3001253225	mouse	10090					MUTATION: yciH mutant is attenuated in mice [PMID:16518469].
2688	OGG_3001253337	mouse	10090					MUTATION: fadD mutant is attenuated in mice [PMID:16518469].
2689	OGG_3001253356	mouse	10090					MUTATION: cspC mutant is attenuated in mice [PMID:16518469].
2694	OGG_3001253412	mouse	10090					MUTATION: znuABC mutant is attenuated in mice [PMID:21219981].
2695	OGG_3001253413	mouse	10090					MUTATION: znuABC mutant is attenuated in mice [PMID:21219981].
2696	OGG_3001253414	mouse	10090					MUTATION: znuABC mutant is attenuated in mice [PMID:21219981].
2698	OGG_3001253455	mouse	10090					MUTATION: STM1934 mutant is attenuated in mice [PMID:16518469].
2699	OGG_3001253468	mouse	10090					MUTATION: sirA mutant is defective for intracellular replication, invasion of epithelial cells and defective in murine macrophages [PMID:16113260].
2699	OGG_3001253468	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: sirA mutant is defective for intracellular replication, invasion of epithelial cells and defective in murine macrophages [PMID:16113260].
2699	OGG_3001253468	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: sirA mutant is defective for intracellular replication, invasion of epithelial cells and defective in murine macrophages [PMID:16113260].
2700	OGG_3001253480	chicken	9031					MUTATION: fliC mutants were attenuated in orally inoculated chicks [PMID:11731137].
2701	OGG_3001253501	mouse	10090					MUTATION: fliQ mutant is attenuated in mice [PMID:7618105].
2703	OGG_3001253587	cattle	9913					MUTATION: sopA mutants induce significantly less fluid accumulation in bovine ligated ileal loops than the wild-type [PMID:12065528].
2704	OGG_3001253601	mouse	10090					MUTATION: udg mutant is attenuated in mice [PMID:16518469].
2705	OGG_3001253603	mouse	10090					MUTATION: rfbP mutant is attenuated in mice [PMID:16518469].
2707	OGG_3001253605	mouse	10090					MUTATION: rfbM mutant is attenuated in mice [PMID:7618105].
2711	OGG_3001253615	mouse	10090					MUTATION: rfbC mutant is attenuated in mice [PMID:16518469].
2712	OGG_3001253616	mouse	10090					MUTATION: rfbA mutant is attenuated in mice [PMID:16518469].
2713	OGG_3001253617	mouse	10090					MUTATION: rfbD mutant is attenuated in mice [PMID:7618105].
2714	OGG_3001253618	mouse	10090					MUTATION: rfbB mutant is attenuated in mice [PMID:7618105].
2715	OGG_3001253619	mouse	10090					MUTATION: galF mutant is attenuated in mice [PMID:16518469].
2716	OGG_3001253620	mouse	10090					MUTATION: wcaM mutant is attenuated in mice [PMID:16518469].
2718	OGG_3001253657	mouse	10090					MUTATION: yegQ mutant is attenuated in mice [PMID:16518469].
2719	OGG_3001253658	mouse	10090					MUTATION: STM2137 mutant is attenuated in mice [PMID:16518469].
2720	OGG_3001253670	mouse	10090					MUTATION: stcD mutant is attenuated in mice [PMID:16518469].
2721	OGG_3001253671	mouse	10090					MUTATION: stcC mutant is attenuated in mice [PMID:16518469].
2722	OGG_3001253688	mouse	10090					MUTATION: bglX mutant is attenuated in mice [PMID:16518469].
2723	OGG_3001253709	mouse	10090					MUTATION: yeiA mutant is attenuated in mice [PMID:16518469].
2724	OGG_3001253719	mouse	10090					MUTATION: STM2197 mutant is attenuated in mice [PMID:16518469].
2727	OGG_3001253895	mouse	10090					MUTATION: STM2373 mutant is attenuated in mice [PMID:16518469].
2730	OGG_3001254035	mouse	10090					MUTATION: shdA mutants exhibit a shedding defect in mice [PMID:12540539].
2731	OGG_3001254036	mouse	10090					MUTATION: ratB mutant are  unable to colonize the cecum in mice, but are still able to colonize the eyer's patches, mesenteric lymph nodes, and spleen of mice [PMID:12540539].
2734	OGG_3001254098	mouse	10090					MUTATION: yfhL mutant is attenuated in mice [PMID:16518469].
2735	OGG_3001254107	mouse	10090					MUTATION: STM2585 mutant is attenuated in mice [PMID:16518469].
2737	OGG_3001254203	mouse	10090					MUTATION: STM2680 mutant is attenuated in mice [PMID:16518469].
2738	OGG_3001254212	mouse	10090					MUTATION: STM2689 (bapA) mutant strain showed a significantly lower colonization rate at the intestinal cell barrier and consequently a decreased efficiency for organ invasion compared with the wild-type strain in mice [PMID:16313619].
2740	OGG_3001254305	mouse	10090					MUTATION: mig-14 mutants are cleared by mice compared to the wild type which is fatal to mice in the doses given [PMID:11083839].
2741	OGG_3001254319	mouse	10090					MUTATION: ygaE mutant is attenuated in mice [PMID:16518469].
2750	OGG_3001254399	mouse	10090					MUTATION: hilA mutants have reduced ability to invade HEp-2 cells and to colonize murine Peyer’s patches [PMID:10456944].
2751	OGG_3001254401	mouse	10090					MUTATION: sptP mutants have reduced epithelial cell invasion and reduced transepithelial migration of PMN compared to the wild type. Competition experiments indicate that sptP mutants fail to colonize the spleen of mice when coinoculated with wild-type S. enterica [PMID:15182677].
2751	OGG_3001254401	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: sptP mutants have reduced epithelial cell invasion and reduced transepithelial migration of PMN compared to the wild type. Competition experiments indicate that sptP mutants fail to colonize the spleen of mice when coinoculated with wild-type S. enterica [PMID:15182677].
