victor_id	ncbi_gene_id	ogg_iri	reference_annotation
1324	1197747	http://purl.obolibrary.org/obo/OGG_3001197747	MUTATION: The two-component BvrSBvrR system is essential for Brucella abortus virulence. Disruption of BvrSBvrR damages the outer membrane, thus contributing to the severe attenuation manifested by bvrS and  bvrR   mutants. The bvrS and  bvrR mutants are avirulent in mice, show reduced invasiveness to epithelial cells and macrophages, and are incapable of inhibiting lysosome fusion and replicating intracellularly [PMID:11401996].     Mutations in the  bvrR or bvrS genes hamper the penetration of B abortus in non-phagocytic cells and impairs intracellular trafficking and virulence. BvrRBvrS mutants do not recruit small GTPases of the Rho subfamily required for actin polymerization and penetration to cells. Dysfunction of the BvrRBvrS system alters the outer membrane permeability, the expression of several group 3 outer membrane proteins and the pattern of lipid A acylation. Constructs of virulent B abortus chimeras containing heterologous LPS from the bvrS(-) mutant demonstrated an altered permeability to cationic peptides similar to that of the BvrRBvrS  mutants. It is hypothesized that the Brucella BvrRBvrS is a system devoted to the homeostasis of the outer membrane and, therefore in the interface for cell invasion and mounting the required structures for intracellular parasitism [PMID:11401996].    In contrast to S2308 and S19, bvrS and bvrR mutant strains poorly invade HeLa cells and are rapidly targeted to cathepsin D- containing compartments [PMID:11401996].     B abortus bvrS  bvrR mutants display reduced invasiveness and virulence [PMID:11401996].    Brucella bvrS and  bvrR  null mutants are defective in several outer membrane proteins, mainly Omp3a (former Omp25) and Omp3b as well as in the structure of the LPS molecule, but the O chain seems to be intact [PMID:11401996].     Because bvrR and bvrS mutants are also altered in cell-surface hydrophobicity, permeability, and sensitivity to surface- targeted bactericidal peptides, it is proposed that BvrRBvrS controls cell envelope changes necessary to transit between extracellular and intracellular environments [PMID:11401996].     BvrR/BvrS  mutants are avirulent in mice, show reduced invasiveness in cells, and are unable to inhibit lysosome fusion and to replicate intracellularly [PMID:11401996].
1328	1197796	http://purl.obolibrary.org/obo/OGG_3001197796	MUTATION: The Brucella abortus virB operon, encoding a type IV secretion system (T4SS), is required for intracellular replication and persistent infection in the mouse model. The products of the first two genes of the virB operon, virB1 and virB2, are predicted to be localized at the bacterial surface. Both mutants were shown to be nonpolar, as demonstrated by their ability to express the downstream gene virB5 during stationary phase of growth in vitro. Both  VirB1  and VirB2 were essential for intracellular replication in J774 macrophages. The nonpolar  virB1 mutant persisted at wild-type levels, showing that the function of  VirB1 is dispensable in the mouse model of persistent infection [PMID:15322008].  A B abortus polar virB1 mutant failed to replicate in HeLa cells, indicating that the virB operon plays a critical role in intracellular multiplication [PMID:15322008].  Polar mutations in the virB1 to virB2 intergenic region or in virB2 reduced the detection of VirB5 to a greater extent than they did that of VirB12. A virB1 mutation  also eliminates the transcription of virB12 in B suis [PMID:15322008].   An infection assay with signature-tagged Brucella abortus  mutants demonstrated that mutagenesis of the  virB1 gene causes attenuation of virulence [PMID:15322008].
1329	1197797	http://purl.obolibrary.org/obo/OGG_3001197797	MUTATION: The Brucella abortus virB operon, encoding a type IV secretion system (T4SS), is required for intracellular replication and persistent infection in the mouse model. The products of the first two genes of the virB operon, virB1 and virB2, are predicted to be localized at the bacterial surface. Both mutants were shown to be nonpolar, as demonstrated by their ability to express the downstream gene virB5 during stationary phase of growth in vitro. Both  VirB1  and VirB2 were essential for intracellular replication in J774 macrophages. The nonpolar virB2 mutant was unable to cause persistent infection in the mouse model, demonstrating the essential role of VirB2 in the function of the T4SS apparatus during infection [PMID:15322008].    Polar mutations in the virB1 to virB2 intergenic region or in virB2 reduced the detection of VirB5 to a greater extent than they did that of VirB12. A virB1 mutation  also eliminates the transcription of virB12 in B suis [PMID:15322008].
1330	1197798	http://purl.obolibrary.org/obo/OGG_3001197798	MUTATION: The B abortus virB3 gene is found to be essential for intracellular growth inside HeLa cells [PMID:12761078].
1331	1197799	http://purl.obolibrary.org/obo/OGG_3001197799	MUTATION: A mutant strain of B abortus that contains an in-frame deletion in virB4 is unable to replicate in macrophages and survives in mice [PMID:11988518]. ntracellular replication was inhibited in wild-type B abortus after introducing a plasmid expressing a mutant VirB4 altered in the NTP -binding region.  VirB4 containing the intact NTP -binding region is essential for evasion of fusion with lysosomes (11988518).    The ruffling associated with internalization of the virB4 mutant results in a more rapid uptake than for the wild-type strain. The virB4 mutant shows primarily small regions of phalloidin staining at the sites of binding. Macrophages incubated simultaneously with B abortus and the fluid-phase marker tetramethyl rhodamine isothiocyanate (TRITC)-dextran accumulate the marker in large vacuoles containing the wild-type strain, but little or no marker accumulates in phagosomes containing the  virB4 mutant. Similarly, phase-contrast micrographs have shown the wild-type strain in large phase-transparent compartments, but the virB4 mutant is in much smaller compartments (14738898).    Intracellular growth-defective virB4 mutant and attenuated vaccine strain S19 did not induce abortion [PMID:11988518].     The B abortus virB4 mutant was completely cleared from the spleens of mice after 4 weeks, while the pncA  mutant showed a 1.5-log reduction of the number of bacteria isolated from spleens after 10 weeks.  Splenomegaly was not observed at all in mice infected with  virB4 mutant [PMID:11988518].
1332	1197800	http://purl.obolibrary.org/obo/OGG_3001197800	MUTATION: A comparison of the VirB8 and  VirB5  contents after induction of the B suis wild type and of virB5  and virB12 mutants further confirmed that the  virB5  and virB12 genes belong to the same operon [PMID:12595417].    Smooth strains of Brucella unable to replicate (ie, killed B suis or the avirulent mutant B suis  virB5) exhibit delayed phagosome-lysosome fusion [PMID:12595417].    Polar mutations in the operon upstream of virB5 exert a greater effect on the expression of virB5  than they do on the expression of the downstream gene virB12. It indicates that in B abortus , regulatory elements other than the virB promoter may influence VirB12 protein levels [PMID:12595417].    Four independent mutants in virB5, virB9 or virB10 were highly attenuated in an in vitro infection model with human macrophages [PMID:12595417].
1334	1197803	http://purl.obolibrary.org/obo/OGG_3001197803	MUTATION: virB8 mutant was attenuated by a mini-Tn5 transposon mutagenesis [PMID:10678941]. Attenuated non-polar virB2, virB4, virB8, virB9 and virB10 Brucella mutants are capable of penetrating cells as the same rate as the virulent wild-type Brucella, transit through EEA1-positive early compartments and then localize in LAMP1-positive compartments at early times of infection [PMID:10678941].
1335	1197804	http://purl.obolibrary.org/obo/OGG_3001197804	MUTATION: Uptake in the presence or absence of Ca2 and Mg2 did not influence the subsequent intracellular survival of wild-type Brucella, whereas the decrease in the number of surviving  virB9 mutant  cells was delayed in the absence of Ca2 and Mg2. Possibly two types of adhesion molecules promoted uptake of Brucella, one being Ca2 and Mg2 dependent and the other not, and that both types participate in the uptake of wild-type bacteria but only the latter type participates in the uptake of the  virB9   mutant [PMID:11349069].     Four independent  mutants in virB5, virB9 or virB10 were highly attenuated in an in vitro infection model with human macrophages [PMID:11349069].    The intracellular fate of three virB  mutants (virB2, virB4 and  virB9) in HeLa cells by immunofluorescence was examined. The three VirB proteins are not necessary for penetration and the inhibition of phago-lysosomal fusion within non-professional phagocytes. Rather, the virB mutants  are unable to reach the replicative niche and reside in a membrane -bound vacuole expressing the late endosomal marker, LAMP1, and the sec61beta protein from the ER membrane, proteins that are present in autophagic vesicles originating from the ER [PMID:11349069].    Attenuated non-polar virB2, virB4, virB8, virB9 and virB10 Brucella  mutants are capable of penetrating cells as the same rate as the virulent wild-type Brucella, transit through EEA1 -positive early compartments and then localize in LAMP1-positive compartments at early times of infection [PMID:11349069].
1336	1197805	http://purl.obolibrary.org/obo/OGG_3001197805	MUTATION: Mutants with polar and nonpolar mutations introduced in  irB10 showed different behaviors in mice and in the HeLa cell infection assay, suggesting that virB10 per se is necessary for the correct function of this type IV secretion apparatus [PMID:11401996].   A B. abortus virB10 mutant showed a decrease of intracellular live bacteria comparable to that of the wild-type strain until 4 h after infection, indicating that a functional VirB system is not required for the short-term survival of Brucella inside macrophages. At later time points, the number of live virB10 mutants  progressively decreased. Hence, the Brucella  virB10  strain did not replicate, but rather was killed. Although the  virB10 mutants are capable of short-term survival, they can not evade long-term degradation through fusion with lysosomes [PMID:11401996].  B abortus virB1 and virB10 mutants are unable to persist in mouse spleens after i.p. inoculation, suggest that attenuation in the animal model is due to an inability of these strains to grow intracellularly [PMID:11401996].  A B abortus virB10 mutant lost the ability to multiply in HeLa cells and was not recovered from the spleens of infected BALBc mice [PMID:11401996].  The non polar virB10 mutant was able to block the acquisition of cathepsin D, but was not able to translocate to the replication compartment [PMID:11401996].  The virB10  non-polar mutants were capable of avoiding interactions with the endocytic pathway but , diverging to wild-type Brucella, were unable to reach the endoplasmic reticulum to establish their intracellular replication niche and seemed to be recycled to the cell surface [PMID:11401996].
1337	1197806	http://purl.obolibrary.org/obo/OGG_3001197806	MUTATION: The virB11 mutation experiment confirms that a complete VirB apparatus is required for their secretion [PMID:15312849].
1339	1197811	http://purl.obolibrary.org/obo/OGG_3001197811	MUTATION: gltD encodes the small subunit of glutamate synthase. It is required for B. abortus growth as shown in  signature-tagged transposon mutagenesis. It suggests that glutamate may serve as carbon and/or nitrogen sources during growth of B abortus [PMID:10858227].
1350	1197929	http://purl.obolibrary.org/obo/OGG_3001197929	MUTATION: FtcR is required in B melitensis 16M for the transcription of the fliF gene during vegetative and intracellular growth, and for the production of the two structural flagellar components FlgE and FliC during vegetative growth. A ftcR mutant has the same virulence phenotype as previously found with structural flagellar mutants. In HeLa cells and bovine macrophages, no attenuation of the ftcR mutant was observed compared to the WT parental strain. In BALB/c mice, the ftcR mutant was not attenuated after 1 week of infection but was attenuated after 4 weeks of infection. FtcR acts as a flagellar master regulator in B melitensis and perhaps in other related alpha-proteobacteria [PMID:17056750].
1354	1197949	http://purl.obolibrary.org/obo/OGG_3001197949	MUTATION: Brucella abortus znuA mutant via mini-Tn5Km2 transposon mutagenesis has intracellular growth defect inside HeLa cells [PMID:15472468]. High-affinity zinc uptake system protein mutant (znuA  mutant) showed reduced growth in zinc chelated medium, and failed to replicate in HeLa cells and mouse bone marrow-derived macrophages.  Transformation of  znuA mutant with a shuttle vector pBBR1MCS-4 containing znuA gene restored the growth in zinc chelated medium and intracellular replication in HeLa cells and macrophages to a level comparable to that of wild-type strain. Bacterial internalization into HeLa cells and macrophages and co-localization with either late endosomes or lysosomes of  znuA mutant were not different from those of wild-type strain. These results suggest that znuA does not contribute to intracellular trafficking of B abortus, but contributes to utilization of zinc required for intracellular growth [PMID:15472468].
